Incident_ID,Sources,Number_News,Media_Attention,Reliability,Date,Quarter,School,City,State,School_Level,Location,Location_Type,During_School,Time_Period,First_Shot,Summary,Narrative,Situation,Targets,Accomplice,Hostages,Barricade,Officer_Involved,Bullied,Domestic_Violence,Gang_Related,Preplanned,Shots_Fired,Active_Shooter_FBI
20181022CTDUB,https://fox61.com/2018/10/22/shot-fired-through-window-in-bridgeport-school/,,,3,22/10/2018,Fall,Dunbar Elementary School,Bridgeport,CT,Elementary,Off School Property,Off School Property,No,Before School,08:00:00,"18YOM fired shot at mother's boyfriend, shot missed and struck school window",18YOM fired shot at mother's boyfriend during dispute. The bullet missed and struck the window of the elementary school. No students were inside the building.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,Yes,No,No,<10,No
20180924PACEP,https://6abc.com/teen-shot-outside-central-high-school/4326366/ https://philadelphia.cbslocal.com/2018/09/24/central-high-school-student-shot-walking-to-school-philadelphia-police-say/,,,3,24/09/2018,Fall,Central High School,Philadelphia,PA,High,Front of School,Outside on School Property,Yes,School Start,08:15:00,Student killed in cross fire of shooting outside of school,17YOF student was shot (crossfire) outside of school during a shoot out between 2 unknown shooters. Two different caliber of rounds were found. Student was taken to nurses office. No suspects identified.,Escalation of Dispute,Both,No,No,No,No,No,No,,No,>10,No
20180924NCLAC,https://www.wsoctv.com/news/local/gunman-opens-fire-outside-charlotte-elementary-school-as-children-dropped-off/840461632 https://myfox8.com/2018/09/24/suspect-opens-fire-at-charlotte-elementary-school/,,,3,24/09/2018,Fall,Lawrence Orr Elementary School,Charlotte,NC,Elementary,Parking Lot,Outside on School Property,Yes,School Start,09:00:00,Multiple shots fired at vehicle after child was dropped off,Unknown shooter fired multiple shots at vehicle in the school parking lot after child was dropped off. All of the shots missed. School was locked down. No injuries. Shooter fled. Police said the shooting was targeted.,Escalation of Dispute,Victims Targeted,No,No,No,No,No,,,No,<10,No
20180831IANOE,https://qctimes.com/news/local/north-scott-junior-high-student-charged-with-attempted-murder-will/article_ee6eef7d-8662-5234-a75f-526699b9a3c0.html https://www.desmoinesregister.com/story/news/crime-and-courts/2019/07/05/iowa-school-shooting-luke-andrews-davenport-north-scott-eldridge-attempted-murder-trial-teacher/1635581001/,05-‡Â˜,Local,3,31/08/2018,Summer,North Scott Junior High School,Eldridge,IA,Junior High,Classroom,Inside School Building,Yes,Morning Classes,08:30:00,Shooter was a student who attempted to shoot the teacher in class,"A 12YOM student pointed a handgun gun at students in class and ordered everyone to get on the floor. Shooter then pointed the gun at the teacher and pulled the trigger but the safety was on and the weapon did not go off. The teacher disarmed the shooter and he was arrested. Gun was taken from shooter's home. Father was arrested for ""control of a firearm by a felon"". Father had 3 prior felony convictions and was not allowed to own firearms.



Shooter charged a youthful offender in adult court.",Hostage/Standoff,Victims Targeted,No,No,No,No,,,No,No,0,Yes
20180830NCVIC,https://www.wsoctv.com/news/local/north-charlotte-elementary-school-on-lockdown-after-shots-fired-in-parking-lot/823693517 https://www.wbtv.com/2020/07/21/man-gets-years-prison-shooting-mom-child-near-charlotte-elementary-school/,05-‡Â˜,Local,4,30/08/2018,Summer,Villa Heights Elementary School,Charlotte,NC,Elementary,Parking Lot,Outside on School Property,Yes,School Start,08:30:00,Woman shot at in parking lot by ex-boyfriend while dropping off child,34YOM fired multiple shots at ex-girlfriend while she was dropping off child at school and was in her car. School was locked down. All shots missed the target and no one was injured. One of the shots hit a nearby residence. Shooter fled the scene and was arrested later that day after a standoff at a private residence. Had previous felony charges against him and possible federal weapons charges.,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,<10,Yes
20180703KSSUO,https://abcnews.go.com/US/critical-condition-shooting-kansas-elementary-school-police/story?id=56340440,05-‡Â˜,Local,2,03/07/2018,Summer,Sunrise Point Elementary School,Overland,KS,Elementary,Beside Building,Outside on School Property,No,Not a School Day,09:00:00,Two construction contractors shot by coworker during argument at school,"Two construction contractors were shot on the school grounds by a coworker during argument that escalated into shooting. Shooter fled, attempted a carjacking at a nearby car wash, fired shots without striking anyone, fled the area, and carjacked another vehicle at gunpoint. Abandoned vehicle and was at large until arrested in front of a house (somehow connected to shooter). No kids at school or on school grounds at the time.",Escalation of Dispute,Victims Targeted,,No,No,No,No,No,No,No,,No
20180525INNON,https://www.indystar.com/story/news/crime/2018/05/29/noblesville-indiana-middle-school-shooting-unanswered-questions-shooter-weapons-victims/650866002/,100,National,4,25/05/2018,Spring,Noblesville West Middle School,Noblesville,IN,Middle,Classroom,Inside School Building,Yes,Morning Classes,09:00:00,"Planned attack by student, stopped by teacher","Shooter (male student) asked to be excused, walked back into classroom and pulled two handguns from his pockets. Shooter fired and wounded a female student. Teacher was holding a basketball and threw it at the shooter then tackled him. Teacher was shot 3 times while charging at the shooter. Teacher was able to hold the student down until police arrived. Shooter was reported as a ""nice funny guy"". Weapons: .22 and .45 ",Indiscriminate Shooting,Victims Targeted,No,No,No,No,No,No,No,No,10,Yes
20180516ILDID,http://wqad.com/2018/05/16/student-with-gun-shot-by-officer-at-dixon-high-school/ http://www.chicagotribune.com/news/local/breaking/ct-met-dixon-school-shooting-update-20180517-story.html https://www.mywebtimes.com/2020/01/28/judge-dixon-school-shooter-unfit-to-stand-trial/aq9msxk/,,,5,16/05/2018,Spring,Dixon High School,Dixon,IL,High,Gym,Inside School Building,Yes,Morning Classes,08:00:00,Shots fired during graduation rehearsal by shooter who was bullied,"Shooter fired several shots near the gym, where seniors were engaged in a graduation walk-through. Shooter ran out and was confronted by the SRO. They exchanged shots, Shooter received non-lethal wounds and was apprehended. Mother said he was bullied and beaten up in October by a 25 year-old, other kids just watched. Kicked-off from football team for smoking marijuana. Suspect was not expelled but had not been attending school for months. Students said he had been normal in the past but had become angry and high all the time.

Investigators say Milby, then a DHS senior, took a 9mm semi-automatic rifle to graduation practice in the Lancaster Gym the morning of May 16, fired at gym teacher Andrew McKay, whom he encountered in a hallway, and fled seconds later when confronted and pursued by Dixon Police school resource officer Mark Dallas. Milby fired at Dallas outside the gym; Dallas returned fire, hitting Milby in the upper shoulder and hip. Milby was arrested near his car in Page Park. No one else was injured.

Shooter found to be mentally unfit to stand trial and sent to psychiatric facility for treatment.",Anger Over Grade/Suspension/Discipline,Random Shooting,,No,No,No,Yes,No,No,,,Yes
20180420FLFOO,https://mycbs4.com/news/local/school-shooter-sentenced-to-30-years-in-prison-for-2018-shooting-at-ocala-high-school http://www.ocala.com/news/20180521/ocala-school-shooter-charged-could-face-life,null,National,5,20/04/2018,Spring,Forest High School,Ocala,FL,High,Classroom,Inside School Building,Yes,Morning Classes,08:39:00,Planned attack on school by heavily armed shooter,,Indiscriminate Shooting,Random Shooting,No,No,No,No,No,No,No,Yes,null,Yes
20180201CASAL,http://abc7.com/charges-filed-against-12-year-old-girl-in-westlake-school-shooting/3023846/,11-100,Regional,2,01/02/2018,Winter,Salvador B. Castro Middle School,Los Angeles,CA,Middle,Classroom,Inside School Building,Yes,Morning Classes,08:55:00,Accidental Discharge Inside of Backpack; possible bullying,Gun inside 12 YOF student's backpack discharged inside the classroom striking two students. Two other students and a teacher suffered minor abrasions. Shooter may have been bullied and showed the gun off to other students that day.,Accidental,Random Shooting,No,No,No,No,Yes,No,No,No,1,No
20171207NMAZA,https://lasvegassun.com/news/2021/apr/23/2017-campus-shooting-las-vegas-school-safety-event/ https://www.cnn.com/2017/12/08/us/aztec-high-school-shooting-william-atchison/index.html https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,100,National,5,07/12/2017,Winter,Aztec High School,Aztec,NM,High,Classroom,Inside School Building,Yes,Morning Classes,08:04:00,Planned mass shooting attack by former student,,Indiscriminate Shooting,Random Shooting,No,Yes,Yes,No,null,No,No,Yes,null,Yes
20171130VASAV,https://wtkr.com/2017/12/01/police-salem-hs-student-died-from-self-inflicted-gunshot-wound/ .  https://wtkr.com/2017/12/01/school-mourns-after-teen-shot-himself-in-school-bathroom/ https://www.wavy.com/news/salem-high-school-on-lockdown-due-to-student-with-medical-emergency/1078260255,,,3,30/11/2017,Fall,Salem High School,Virginia Beach,VA,High,Inside School Building,Inside School Building,Yes,School Start,08:10:00,Student commit suicide in school,Student commit suicide inside school. Details unknown.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,No
20171110GALAM,http://www.unionrecorder.com/news/update-gun-discharges-in-third-grader-s-book-bag/article_12323ddc-c65b-11e7-a275-f77a9d106f20.html,,,2,10/11/2017,Fall,Lakeview Academy,Milledgeville,GA,Elementary,Classroom,Inside School Building,Yes,Morning Classes,08:30:00,Gun in backpack discharged when student got book out,Gun in backpack of 8YOM student discharged striking wall when he got a book out. Gun was stolen in a residential burglary. Both parents and student denied any knowledge that the gun was in the backpack. No injuries.,Accidental,Neither,No,No,No,No,No,No,No,No,1,No
20170929MOLEL,https://fox4kc.com/2017/09/29/lees-summit-north-high-school-dismissing-students-early-due-to-an-incident/,,,2,29/09/2017,Fall,Lees Summit North High School,Lees Summit,MO,High,Inside School Building,Inside School Building,Yes,Morning Classes,08:45:00,Female student shot herself inside the school,Teenage female student fired one shot killing herself on the second floor of the high school. School was locked down and then dismissed.,Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,No
20170908OHCOC,http://www.dispatch.com/news/20170912/counselor-describes-how-he-defused-columbus-scioto-school-shooter,11-100,National,2,08/09/2017,Fall,Columbus Scioto 6-12,Columbus,OH,06-„ˆÓ,Hallway,Inside School Building,Yes,Morning Classes,08:33:00,Shooting by emotionally disturbed student,"A student in a school for emotionally and behaviorally disturbed students opened fire in the school building, no one was hurt. The shooter was engaged by the school counselor, who managed to convince the shooter to surrender the gun. The two had met earlier that day to discuss the shooter's mood. The counselor came out with the shooter and told the police that the gun was in a cabinet. The school was for emotionally disturbed students.",Psychosis,Neither,No,No,No,No,,,No,No,,Yes
20170622SCWIF,https://www.wbtw.com/news/1-arrested-hospitalized-after-accidental-shooting-at-wilson-high-school/868539676,,,2,22/06/2017,Summer,Wilson High School,Florence,SC,High,Parking Lot,Outside on School Property,Yes,School Start,08:00:00,Shot self in foot in car in parking lot,Group of students were inside a vehicle in the parking lot. One accidentally fired a handgun striking himself in the foot.,Accidental,Neither,Yes,No,No,No,No,No,No,No,1,No
20161201UTMUB,http://www.standard.net/Police-Fire/2017/02/13/Teen-accused-of-shooting-gun-in-Mueller-Park-Jr-High-pleads-guilty,11-100,National,2,01/12/2016,Winter,Mueller Park Junior High School,Bountiful,UT,Junior High,Classroom,Inside School Building,No,Morning Classes,08:13:00,"Fired shotgun into classroom ceiling and threatened to kill self, surrendered to parents","Shooter stole a fully-loaded shotgun, a handgun, and 2 boxes of ammo from his parents. Shooter entered the school, concealing the guns under a long coat; entered classroom and fired shotgun into ceiling, then pointed the shotgun at himself. Teachers engaged him, no one was hurt. Parents noticed their son's different behavior and that 2 guns were missing then went to school and told him to surrender.",Indiscriminate Shooting,Random Shooting,No,No,No,No,Yes,No,No,No,1,Yes
20161117MNCRS,http://www.startribune.com/gun-brought-by-student-goes-off-at-st-paul-elementary-school/401719485/  http://www.startribune.com/st-paul-first-grader-who-brought-gun-to-school-found-it-in-family-home/401926945/,,,3,17/11/2016,Fall,Crossroads Elementary School,St. Paul,MN,Elementary,Inside School Building,Inside School Building,Yes,Morning Classes,08:40:00,Accidental discharge while showing off gun,"7 year old brought a.38 caliber handgun to school. While showing to friends, an 8 year old student accidentally shot it. No injuries.",Accidental,Neither,No,No,No,No,No,No,No,No,1,No
20160908TXALA,https://www.cnn.com/2016/09/08/us/texas-high-school-shooting/index.html https://apnews.com/2cfba6696074f0913e09e2ed5adcc593,11-100,Regional,3,08/09/2016,Fall,Alpine High School,Alpine,TX,High,Bathroom,Inside School Building,Yes,Morning Classes,09:00:00,Attempted murder-suicide in school bathroom,"Female student intended to kill stepbrother but shot another female student who walked into the bathroom while she was loading the gun. She then killed herself. ""Very good student without behavior problems"". Police officer injured by accidental discharge in the school during the response.",Domestic w/ Targeted Victim,Both,No,No,No,No,No,Yes,No,No,5,No
20160513SCSOG,http://www.wyff4.com/article/2-more-teens-charged-shooting-at-southside-high-school/7022388,05-‡Â˜,Local,2,13/05/2016,Spring,Southside High School,Greenville,SC,High,Cafeteria,Inside School Building,Yes,School Start,08:30:00,Accidental discharge of gun in backpack,"Shooter accidentally discharged a firearm from a backpack, striking himself in the stomach, while in the cafeteria. Shooter surrendered the weapon to law enforcement while the school was being evacuated. Second teen was charged with bringing the gun to school and giving it to the shooter. No indication of a planned shooting.",Accidental,Neither,No,No,No,No,No,No,No,No,1,No
20160502TXKID,https://www.dallasnews.com/news/news/2016/05/02/student-wounded-in-shooting-at-kimball-high-dallas-isd-spokesman-says . http://www.fox4news.com/news/mom-explains-why-student-brought-gun-to-kimball-high-school,,,3,02/05/2016,Spring,Kimball High School,Dallas,TX,High,Classroom,Inside School Building,Yes,Morning Classes,08:00:00,Accidental discharge showing off gun,"Shooter brought .22 caliber gun to school - after showing it to a friend it accidentally discharged when he was putting it back in pocket - according to subsequent interview with mother, her son brought gun to school to commit suicide as a result of being chronically bullied. ",Accidental,Random Shooting,No,No,No,No,Yes,No,No,No,1,No
20160217FLROH,https://www.wfla.com/news/local-news/loaded-gun-discharges-at-citrus-co-elementary-school/1051971907,,,2,17/02/2016,Winter,Rock Crusher Elementary School,Homosassa,FL,Elementary,Beside Building,Outside on School Property,Yes,School Start,08:00:00,"Parent dropped gun, parent told janitor who picked it up and accidentally fired","Parent dropping off a child accidentally dropped a gun outside of the school. A different parent saw the gun and notified school officials. When the janitor picked it up, he accidentally fired it thinking it was a fake gun.",Accidental,NA,No,No,N/A,No,N/A,N/A,N/A,N/A,1,No
20151015TXKAS,http://news4sanantonio.com/news/local/deputies-arrest-wagner-high-school-shooting-suspect,01-Ó‡È,Local,2,15/10/2015,Fall,Karen Wagner High School,San Antonio,TX,High,Parking Lot,Outside on School Property,Yes,Morning Classes,09:00:00,Fired shots at principals car after friend reprimanded,"22YOF shooter was angry because the principal had reprimanded her friend. She struck the principal's vehicle with a baseball bat multiple times then fired a gun at it breaking the windows. Shooter left the scene and was arrested at her place of employment. A gun was found at shooter's home, not clear if it's the weapon used. No injuries.",Anger Over Grade/Suspension/Discipline,Victims Targeted,No,No,No,No,No,No,No,No,,No
20150823TXWIR,http://abc13.com/news/20-year-old-arrested-after-bizarre-alleged-shooting-bagpipes-incident-at-school/953170/ . https://www.chron.com/neighborhood/fortbend/news/article/Men-with-guns-trespass-at-Richmond-elementary-6460655.php,,,3,23/08/2015,Summer,William Velasquez Elementary School,Richmond,TX,Elementary,Other,Outside on School Property,No,Not a School Day,08:00:00,Fired at random victims from the roof of the school,Shooter was on the roof of the school randomly shooting - was arrested and charged - no one was injured or threatened during the incident. Shooter stated he was going through personal problems - gun came back stolen.,Indiscriminate Shooting,Neither,No,No,No,No,No,No,No,No,,Yes
20150512AZCOT,https://www.azcentral.com/story/news/local/tempe/2015/05/12/tempe-corona-lockdown-abrk/27175081/ . http://www.dailymail.co.uk/news/article-3078920/There-going-suicide-school-right-Chilling-tweet-popular-high-school-track-star-18-sent-moments-killed-campus.html,,,3,12/05/2015,Spring,Corona del Sol High School,Tempe,AZ,High,Hallway,Outside on School Property,Yes,Morning Classes,09:00:00,Suicide is school breezeway at start of school day,18 year old student athlete shot himself in school breezeway. SRO attempted to talk boy out of shooting. School lockdown was announced at 9:00 am continued until 10:15 am. No other students threatened or injured. Motive remained unknown. Posted his intent to commit suicide on Twitter prior to shooting.,Suicide/Attempted,Victims Targeted,No,No,No,No,,,No,No,1,No
20140911UTWET,https://www.huffingtonpost.com/2014/09/11/teacher-accidentally-shoots-herself_n_5805080.html . http://www.msnbc.com/msnbc/utah-teacher-shoots-herself-the-leg-while-school . http://archive.sltrib.com/article.php?id=1787604&itype=CMSID . https://www.deseretnews.com/article/865612812/Teacher-charged-with-accidentally-shooting-gun-at-school-resigns.html,,,3,11/09/2014,Fall,Westbrook Elementary School,Taylorsville,UT,Elementary,Bathroom,Inside School Building,Yes,Before School,09:00:00,Accidental discharge of teacher's gun,"Teacher, who was authorized to carry weapon and had concealed firearm permit, accidentally shot herself in leg while in faculty bathroom. Teacher later charged with misdemeanor and resigns.",Accidental,Random Shooting,No,No,No,No,No,No,No,No,1,
20140610ORRET,https://www.usatoday.com/story/news/nation/2014/06/10/reynolds-high-school-shooting-portland/10279083/ http://www.oregonlive.com/portland/index.ssf/2015/04/troutdale_police_release_31_pa.html http://katu.com/news/local/police-15-year-old-reynolds-hs-shooter-was-armed-with-assault-rifle https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,11-100,Local,5,10/06/2014,Summer,Reynolds High School,Troutdale,OR,High,Gym,Inside School Building,Yes,Morning Classes,08:07:00,Planned attack on the school,"Shooter fired AR 15 at another student and gym teacher in boys locker room. Rifle was brought in a guitar case, Confronted by police and ran into bathroom stall and shot himself. Journal cited plan for school shooting because other students were sinners and smoked cigarettes. Shooter had experience shooting with his brother and father. Shooter has knowledge of where the keys to a locked gun closet and locked rifle case were stored in the house. Family members reported the shooter had acted normally the morning prior to the shooting and had told his family members ""love you, see you later"" when he left that morning. Involved with junior ROTC program. Students reported he talked about guns often and liked firearms pictures on social media. Plan documents found.",Indiscriminate Shooting,Both,No,No,No,No,No,,No,Yes,,Yes
20140514CAJOR,https://www.nbcbayarea.com/news/local/Student-Shot-Kennedy-High-School-in-Richmond-on-Lockdown-259238751.html,01-Ó‡È,Local,2,14/05/2014,Spring,John F. Kennedy High School,Richmond,CA,High,Off School Property,Off School Property,Yes,Before School,09:00:00,Drive-by shooting after fight,"Fight between rival gang members had occurred earlier at the park across from the school, which escalated into a shooting. Not known if the victim participated in the altercation. Victim got shot in the leg and made it to the school for help.",Drive-by Shooting,,,No,No,No,No,No,Yes,No,,
20140128HIPRH,http://articles.chicagotribune.com/keyword/roosevelt-high-school,,,2,28/01/2014,Winter,President Theodore Roosevelt High,Honolulu,HI,High,Office,Inside School Building,No,Not a School Day,08:30:00,Officers fired a disorderly student,"School administrators called police because the student became disorderly while trying to register. 3 officers arrived on scene, suspect punched two of the officers and started slashing a third with a kitchen knife. One officer fired two shots, hitting the teen in the arm. Suspect had a long juvenile record, mental illness, and had run away numerous times from home and institutions.",Illegal Activity,Victims Targeted,No,No,No,Yes,N/A,N/A,N/A,N/A,1,N/A
20130822TNWEM,http://www.wmcactionnews5.com/story/23229636/5-year-old-fires-gun-in-school-cafeteria,01-Ó‡È,Local,2,22/08/2013,Summer,Westside Elementary School,Memphis,TN,Elementary,Cafeteria,Inside School Building,Yes,School Start,08:00:00,Accidental discharge in backpack,5 year old brought gun to school - accidentally went off while in backpack - children were in cafeteria waiting for first bell to ring to begin class - no injuries. School officials did not contact police right away. County security officer was called first and arrived on scene.,Accidental,Neither,No,No,No,No,No,No,No,No,1,
20130429OHLAC,https://www.cbsnews.com/news/la-salle-high-school-shooting-update-gun-used-in-ohio-classroom-came-from-home-police-say/,01-Ó‡È,Local,2,29/04/2013,Spring,La Salle High School,Cincinnati,OH,High,Classroom,Inside School Building,Yes,Morning Classes,08:00:00,Suicide attempt during class in classroom,"Shooter brough .45 caliber from home and while seated in the front row of his morning classes, pulled the gun out, chambered a round and shot himself - no motive was given. Shooter made the top honor roll on the most recent academic report and has been active in Boy Scouts, had an extensive record of community service, and was ""highly involved"" in school life.",Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,1,
20130321MIDAS,https://www.usatoday.com/story/news/nation/2013/03/21/michigan-student-13-commits-suicide/2006643/,05-‡Â˜,Regional,2,21/03/2013,Spring,Davidson Middle School,Southgate,MI,Middle,Bathroom,Inside School Building,Yes,Before School,08:00:00,Suicide in school bathroom,"13 year old student shot himself in head with 40 Glock pistol in school bathroom before school began. Reports were contradictory: some students said that shooter was bullied - made fun of for his clothes and hygiene, and was depressed, but the majority said he was nice and funny and was friends with everyone. Shooter left suicide note that he was having a hard time dealing with life - was more of a goodbye letter - no mention of bullying, another student was mentioned in the letter but it sounded more like a goodbye. Gun belonged to family member and was accessible.",Suicide/Attempted,Victims Targeted,No,No,No,No,No,No,No,No,1,
20130110CATAT,https://bakersfieldnow.com/news/local/bryan-oliver-takes-plea-deal-in-taft-hs-shooting-case https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf,11-100,National,5,10/01/2013,Winter,Taft Union High School,Taft,CA,High,Hallway,Inside School Building,Yes,Morning Classes,09:00:00,Targeted shooting of bully,"3 suspects dressed in the school uniforms entered school property. After locating the target they were after, they chased both him and another student trying to help get victim get away. One of the suspects shot at the victim several times but only hit a parked car. The suspects were later identified, and the shooter turned himself in. The judge in the case denied treating the shooter as a youthful offender because of his juvenile criminal record. ",Bullying,Both,No,No,No,No,Yes,No,No,Yes,2,Yes
20120907ILNON,http://www.pantagraph.com/news/local/crime-and-courts/boy-gets-juvenile-prison-term-for-nchs-shooting/article_6ddfd6ea-85e1-11e2-aff0-0019bb2963f4.html,05-‡Â˜,Regional,3,07/09/2012,Fall,Normal Community High School,Normal,IL,High,Classroom,Inside School Building,Yes,Morning Classes,08:00:00,Fired shots into ceiling and held class hostage,"Shooter fired 4 shots into the ceiling of the class room and held the class hostage. Shooter was eventually tackled by teacher. Shooter had told other students about suicidal and homicidal thoughts. Shooter had 3 handguns, knife, and hatchet in his backpack, and allegedly a canteen with kerosine, and bottle of painkillers. Had talked about cutting students heads off and putting them on flag pole.",Hostage/Standoff,Neither,No,Yes,No,No,Yes,No,No,Yes,,Yes
20120824GABAH,https://921wlhr.com/banks-county-hs-students-mourn-loss-of-two-classmates/,,,3,24/08/2012,Summer,Banks County High School,Homer,GA,High,Bathroom,Inside School Building,Yes,Morning Classes,08:00:00,15 YOM student shot self in school bathroom,15 YOM student shot self in head in school bathroom. School officials described the students as being very troubled for a long time. School was locked down for 4 hours following shooting.,Suicide/Attempted,Victims Targeted,No,No,No,No,,No,No,No,1,
20120104TXCUB,https://www.mysanantonio.com/news/local_news/article/Deadly-day-in-Brownsville-2440652.php,,Regional,2,04/01/2012,Winter,Cummings Middle School,Brownsville,TX,Middle,Hallway,Inside School Building,Yes,School Start,08:00:00,Police officer killed student holding airsoft pistol,Student was holding an airsoft pistol that looked like a real firearm. Student refused the orders from the police officer to drop the weapon. The student pointed the weapon at the officer and the officer fired twice killing him.,Self-defense,Neither,No,No,No,Yes,N/A,N/A,N/A,N/A,2,N/A
20091211LABOS,https://www.ktbs.com/news/police-btw-shooter-was-spurned-lover/article_655e08f3-5404-5896-a955-81611d1a56b3.html,,,2,11/12/2009,Winter,Booker T. Washington High School,Shreveport,LA,High,Parking Lot,Outside on School Property,Yes,School Start,08:10:00,Waited for ex-girlfriend and shot her outside of school,28YOM waited outside of school for 18YOF ex-girlfriend to arrived. Shot at her four times (2 shots missed) and fled the scene. Arrested by police during chase. Attempted to ditch gun and change clothes while fleeing.,Domestic w/ Targeted Victim,Victims Targeted,No,No,No,No,No,Yes,No,No,4,
20091106PAHAW,http://www.schoolbusfleet.com/news/682090/shooting-on-board-philly-school-bus-possibly-result-of-bullying?page=7  https://6abc.com/archive/7104138/,,,3,06/11/2009,Fall,Hamilton High School (bus),West Philadelphia,PA,High,School Bus,School Bus,Yes,Before School,08:00:00,Targeted shooting on school bus,"While bus was parked in front of Hamilton High School, 15 year old shooter shot 17 year old suspect in head - shooter then put gun to head of school bus driver and ordered him to open door, which he did - shooter fled but was later arrested. Motive was possibly due to shooter being repeatedly bullied by victim. ",Bullying,Victims Targeted,,No,No,No,Yes,No,No,No,1,
20091016SCCAC,http://www.wistv.com/story/23589594/school-shootings-in-south-carolina,,,2,16/10/2009,Fall,Carolina Forest High School,Conway,SC,High,Inside School Building,Inside School Building,Yes,Morning Classes,08:25:00,"SRO shot autistic student in self defense, student had knife",Autistic student with knife assaulted the SRO. SRO shot and killed the student in self defense.,Self-defense,Victims Targeted,No,No,No,Yes,N/A,N/A,N/A,N/A,<5,N/A
20090908CTSTS,https://www.stamfordadvocate.com/news/article/Police-arrest-student-in-Stamford-Academy-shooting-31163.php .   https://www.stamfordadvocate.com/news/article/Police-claim-Stamford-Academy-staff-knew-34243.php,,,3,08/09/2009,Fall,Stamford Academy,Stamford,CT,High,Parking Lot,Outside on School Property,Yes,School Start,08:05:00,Shots fired at a large crowd during a fight,16 year old shooter fired at a crowd of students to frighten them away. No one was injured but the bullet ricocheted off the back of a school bus. The shooting was prompted by a shooting that occurred several days prior between two groups of teens. ,Escalation of Dispute,Victims Targeted,,No,No,No,No,No,No,No,1,
20090624IAAPP,http://www.philly.com/philly/sports/20100303_Man_guilty_of_murder_in_case_of_Iowa_prep_coach.html  https://www.goodhousekeeping.com/life/a36953/ann-becker-son-ed-thomas-shooting/,,,3,24/06/2009,Summer,Aplington-Parkersburg High School,Parkersburg,IA,High,Gym,Inside School Building,Yes,Morning Classes,08:00:00,Delusional former student thought coach was the devil,Former player entered high school weight room and shot football coach to death. Had delusions and thought the football coach was the devil and plotting against him.,Psychosis,Victims Targeted,No,No,No,No,,No,No,No,6,
20090518LALAL,http://www.foxnews.com/story/2009/05/19/police-louisiana-eighth-grader-detailed-school-shooting-plot-in-deadly-diary.html        https://www.fbi.gov/file-repository/active-shooter-incidents-2000-2017.pdf . https://www.newspapers.com/image/225673655/?terms=justin%2Bdoucet,,,5,18/05/2009,Spring,Larose-Cut Off Middle School,Larose,LA,Middle,Classroom,Inside School Building,Yes,Morning Classes,09:00:00,"Planned attack, gun misfired, shooter fled and commit suicide","Shooter entered school through backdoor to avoid metal detectors, left classroom to go to the bathroom, changed into camo clothing, and returned to class with a .25 pistol. He pointed the gun at the teacher and said ""hail Marilyn Manson"" and pulled the trigger but the gun didn't go off. He tried to fire a second time and the gun went off firing into the ceiling. The shooter ran out of the classroom back to the bathroom and shot himself in the head. The shooter left a suicide note saying he hoped he killed a bunch of people. Had multiple notebooks titled ""deadly diary"" with drawings of himself in camo pants and label of ""disturbed mind"" by his head. Wrote that he was disappointed not to have enough bullets to kill the police officers too. Saved articles about Columbine were found at his house. Mixed reports: Attached news article reports states shooter shot one bullet over teachers head before exiting the classroom and committing suicide",Indiscriminate Shooting,,No,No,No,No,,No,No,No,2,Yes
20081118CACOO,https://www.eastbaytimes.com/2008/11/24/oaklands-cole-middle-school-to-use-metal-detectors-after-recent-gun-scare/,,,2,18/11/2008,Fall,Cole Middle School,Oakland,CA,Middle,Classroom,Inside School Building,Yes,Morning Classes,08:30:00,Shot fired in classroom struck wall,Shot was fired in classroom striking the wall. No injuries. 13YOM student arrested.,Accidental,,No,No,No,No,No,No,No,No,1,
20081031MESTS,https://bangordailynews.com/2008/10/31/news/5th-graders-safe-after-police-arrest-armed-fugitive/,null,,2,31/10/2008,Fall,Stockton Springs Elementary School,Stockton Springs,ME,Elementary,Classroom,Inside School Building,Yes,Morning Classes,08:30:00,Hostage standoff at school after traffic stop,55YOM fled traffic stop and took 11 students hostage at nearby elementary school. Tackled by state trooper after releasing hostages.,Hostage/Standoff,,No,Yes,Yes,No,No,No,No,No,0,Yes
